ID,titulo_noticia,medio,palabra
id_1,Crean sistema para predecir de manera exacta en qué lugar habrá incendios: estaría listo en marzo,bbcl,preventivas
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,investigadores
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,ufro
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,araucanía
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,desarrollando
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,árboles
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,resistentes
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,microorganismos
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,nativos
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,aumentar
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,supervivencia
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,áreas
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,degradadas
id_2,Investigadores chilenos desarrollan árboles nativos más resistentes para reforestar tras incendios,bbcl,incendios
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,estudio
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,instituto
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,milenio
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,biología
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,integrativa
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,ibio
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,reveló
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,plantas
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,pueden
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,priorizar
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,crecimiento
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,nutrientes
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,sobrevivencia
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,sequía
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,gracias
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,proteína
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,nlp
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,presencia
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,nitrógeno
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,favorece
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,crecimiento
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,limita
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,defensa
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,sequía
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,mientras
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,ausencia
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,nitrógeno
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,activa
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,mecanismos
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,resistencia
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,estrés
id_3,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,bbcl,hídrico
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,gobierno
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,recibió
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,donaciones
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,us
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,banco
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,desarrollo
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,américa
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,latina
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,caribe
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,caf
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,banco
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,interamericano
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,desarrollo
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,bid
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,enfrentar
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,necesidades
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,ñuble
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,bío
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,bío
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,tras
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,incendios
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,forestales
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,caf
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,donó
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,us
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,acciones
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,inmediatas
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,emergencia
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,mientras
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,bid
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,aportó
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,us
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,respuesta
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,inmediata
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,evaluación
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,técnica
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,ambas
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,acciones
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,canalizadas
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,ministerio
id_4,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,bbcl,hacienda
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,nieve
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,rosa
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,antártica
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,debe
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,microalgas
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,producen
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,pigmento
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,rojo
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,bajo
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,exposición
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,solar
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,estudio
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,revela
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,algas
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,pueden
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,cubrir
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,esperado
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,acelerar
id_5,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",bbcl,deshielo
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,gobierno
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,groenlandia
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,lanzó
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,guía
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,preparación
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,crisis
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,interés
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,donald
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,trump
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,adquirir
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,isla
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,ártica
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,documento
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,presentado
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,ministerio
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,naturaleza
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,medioambiente
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,detalla
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,medidas
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,tomar
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,cinco
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,días
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,situaciones
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,vulnerables
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,cortes
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,electricidad
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,recomiendan
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,tener
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,tres
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,litros
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,agua
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,día
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,comida
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,medicinas
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,higiene
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,recursos
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,frío
id_6,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",bbcl,comunicación
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,pingüinos
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,anidan
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,antártica
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,ajustado
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,temporadas
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,reproducción
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,respuesta
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,cambio
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,climático
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,adelantando
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,apareamiento
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,debido
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,cambios
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,entorno
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,hielo
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,marino
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,productividad
id_7,Descubren una impresionante adaptación al cambio climático en pingüinos que anidan en la Antártica,bbcl,temperaturas
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,marcelo
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,lagos
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,reconocido
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,geógrafo
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,señaló
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,uso
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,suelo
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,principal
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,detonante
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,incendios
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,biobío
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,ñuble
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,afirmó
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,cambio
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,climático
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,mayor
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,responsable
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,sino
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,forma
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,utiliza
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,suelo
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,línea
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,llamó
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,mejorar
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,medidas
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,prevención
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,lugar
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,solo
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,reaccionar
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,catástrofes
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,criticó
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,gestión
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,territorial
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,apuntando
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,intereses
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,municipios
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,planificación
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,urbana
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,falta
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,preparación
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,consejeros
id_8,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",bbcl,municipales
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,china
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,preocupante
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,aumento
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,obesidad
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,surgido
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,fat
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,camps
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,granjas
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,gordos
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,personas
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,sobrepeso
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,ingresan
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,voluntariamente
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,someterse
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,rigurosas
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,rutinas
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,dietas
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,militares
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,adultos
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,chinos
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,sobrepeso
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,u
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,obesidad
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,número
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,niños
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,obesos
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,multiplicado
id_9,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,bbcl,campamentos
